name	url	our_price	list_price	ingredients	%_protein_min	%_fat_min	%_fiber_max	%_moisture_max	item_number	weight	lifestage	food_form	special_diet	packaging_type	food_texture	brand	breed_size	dimensions	small_pet_type	%_misc_components	kcal_per_kg	kcal_per_lb	kcal_per_oz	kcal_per_cup	kcal_per_item	item_volume_for_kcal	total_mass_lb	item_oz	item_count	moisture_warning	conversion_warning
Hill's Science Diet Adult Hairball Control Savory Chicken Entree Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/hills-science-diet-adult-hairball/dp/34159	41.08	42.79	Water, Chicken, Turkey Giblets, Pork By-Products, Pork Liver, Powdered Cellulose, Corn Starch, Corn Gluten Meal, Wheat Flour, Chicken Fat, Soybean Oil, Chicken Liver Flavor, Natural Flavor, Dicalcium Phosphate, Brewers Dried Yeast, Guar Gum, Potassium Chloride, Iodized Salt, Choline Chloride, Locust Bean Gum, Carrageenan, Taurine, vitamins (Vitamin E Supplement, Thiamine Mononitrate, Ascorbic Acid (Source of Vitamin C), Niacin Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, Vitamin B12 Supplement, Riboflavin Supplement, Biotin, Vitamin D3 Supplement, Folic Acid), Calcium Carbonate, Minerals (Zinc Oxide, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate), Calcium Sulfate, DL-Methionine, Magnesium Oxide, Beta-Carotene.	7.0	4.0	5.5	78.0	48978.0		adult	wet food		can	minced	hill's science diet				0.0					167.0			5.5	24.0		
Tiny Tiger Chunks in EXTRA Gravy Chicken Recipe Grain-Free Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/tiny-tiger-chunks-in-extra-gravy/dp/174613	12.99		Chicken Broth, Chicken, Liver, Turkey, Meat By-Products, Potato Starch, Dried Egg Product, Natural Flavor, Salt, Guar Gum, Sodium Phosphate, Potassium Chloride, Tricalcium Phosphate, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Choline Chloride, Calcium Carbonate, Minerals (Ferrous Sulfate, Zinc Oxide, Copper Proteinate, Sodium Selenite, Manganese Sulfate, Potassium Iodide), Dl-Methionine, Taurine, Magnesium Sulfate, Fish Oil (Preserved With Mixed Tocopherols).	11.0	2.0	1.5	80.0	147780.0	4.5	adult	wet food	grain-free gluten free no corn no wheat no soy pea-free	can	chunks in gravy					2.75	929.0		80.0		80.0			3.0	24.0		
BFF OMG Tuna & Chicken Charm Me Dinner in Gravy Wet Cat Food Pouches, 3-oz, case of 12	https://www.chewy.com/bff-omg-tuna-chicken-charm-me-dinner/dp/44061	13.49	14.49	Tuna Broth, Tuna, Chicken, Tapioca Starch, Sunflower Oil, Guar Gum, Calcium Sulfate, Tricalcium Phosphate, Potassium Chloride, Celery Powder, Salt, Vitamin E Supplement, Ferrous Sulfate, Niacin Supplement, Zinc Oxide, Thiamine Mononitrate (Vitamin B1), Taurine, Vitamin A Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Manganese Sulfate, Calcium Pantothenate, Riboflavin Supplement (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Biotin, Copper Amino Acid Complex, Sodium Selenite, Folic Acid, Menadione Sodium Bisulfite Complex (Source of Vitamin K3), Potassium Iodide.	9.0	1.4	1.0	85.0	59058.0	2.25	adult	wet food	gluten free grain-free no corn no wheat no soy pea-free non-gmo	pouch	chunks in gravy minced	weruva				0.05			53.0		53.0			3.0	12.0		
Royal Canin Adult Instinctive Loaf in Sauce Canned Cat Food, 5.8-oz, case of 24	https://www.chewy.com/royal-canin-adult-instinctive-loaf-in/dp/103136	47.3		Water Sufficient For Processing, Pork By-Products, Chicken By-Products, Chicken Liver, Pork Liver, Brewers Rice Flour, Gelatin, Wheat Gluten, Powdered Cellulose, Hydrolyzed Chicken Liver, Pork Plasma, Calcium Sulfate, Carrageenan, Fish Oil, Natural Flavors, Carob Bean Gum, Guar Gum, Taurine, Sodium Tripolyphosphate, Potassium Chloride, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), Thiamine Mononitrate (Vitamin B1), Niacin Supplement, Biotin, D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement], Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Copper Sulfate, Manganous Oxide, Sodium Selenite, Calcium Iodate].	11.0	1.9	1.9	81.0	75244.0	8.7	adult	wet food		can	pate	royal canin size health nutrition				0.0	805.0				133.0			5.8	24.0		
Instinct Kitten Grain-Free Pate Real Chicken Recipe Natural Wet Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/instinct-kitten-grain-free-pate-real/dp/149499	27.48	30.2	Chicken, Beef Liver, Chicken Broth, Salmon (Source of DHA), Eggs, Montmorillonite Clay, Dried Kelp, Taurine, Potassium Chloride, Salt, Minerals (Iron Proteinate, Zinc Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Potassium Iodide), Choline Chloride, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin, Supplement, Vitamin A Supplement, Biotin, Vitamin D3, Supplement, Vitamin B12 Supplement, Folic Acid), L-Ascorbyl-2-Polyphosphate, Artichokes, Cranberries, Pumpkin, Tomato, Blueberries, Broccoli, Cabbage, Kale, Parsley	12.0	6.0	1.0	78.0	122351.0	5.4	kitten	wet food	grain-free no corn no wheat no soy high-protein pea-free	can	pate	nature's variety				0.1	1216.0				190.0			3.0	24.0		
Friskies Savory Shreds with Turkey & Giblets in Gravy Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/friskies-savory-shreds-turkey-giblets/dp/104233	13.21	13.92	Water Sufficient for Processing, Turkey, Meat By-Products, Wheat Gluten, Chicken, Corn Starch-Modified, Soy Flour, Poultry Giblets, Artificial and Natural Flavors, Calcium Phosphate, Potassium Chloride, Added Color, Taurine, Choline Chloride, Salt, Thiamine Mononitrate, Vitamin E Supplement, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Copper Sulfate, Vitamin A Supplement, Manganese Sulfate, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Pyridoxine Hydrochloride, Xanthan Gum, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.	9.0	2.5	1.0	82.0	76358.0	9.4	adult	wet food		can	shredded	purina				2.55	875.0				136.0			5.5	24.0		
Meow Mix Tender Favorites with Real Chicken & Beef in Sauce Cat Food Trays, 2.75-oz, case of 12	https://www.chewy.com/meow-mix-tender-favorites-real/dp/157587	6.8		Fish Broth, Tuna, Chicken, Beef, Chicken Liver, Modified Tapioca Starch, Wheat Gluten, Calcium Sulfate, Vegetable Oil, Natural and Artificial Flavors, Guar Gum, Salt, Dried Egg Product, Carrageenan, Sodium Tripolyphosphate, Titanium Dioxide (Color), Caramel Color, Vitamins [Vitamin E Supplement, Niacin, Thiamine Mononitrate, Vitamin A Supplement, Pantothenic Acid, Riboflavin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)], Minerals (Ferrous Sulfate Monohydrate, Zinc Oxide, Manganese Sulfate Monohydrate, Copper Proteinate, Sodium Selenite, Potassium Iodide), Tricalcium Phosphate, Sodium Nitrite (To Promote Color Retention).	10.0	2.0	1.5	82.0	130525.0	2.0625	adult	wet food		can	minced					3.05	760.0			59.0				2.75	12.0		
Blue Buffalo Wilderness Weight Control Chicken Recipe Grain-Free Dry Cat Food, 11-lb bag	https://www.chewy.com/blue-buffalo-wilderness-weight/dp/36706	36.98		"Deboned Chicken, Chicken Meal, Tapioca Starch, Pea Protein, Peas, Pea Fiber,
Menhaden Fish Meal (source of Omega 3 Fatty Acids), Chicken Fat (preserved with
Mixed Tocopherols), Powdered Cellulose, Flaxseed (source of Omega 6 Fatty
Acids), Natural Flavor, Potato Starch, Calcium Chloride, DL-Methionine, Choline
Chloride, Calcium Sulfate, Dehydrated Alfalfa Meal, Potatoes, Dried Chicory
Root, Potassium Chloride, Potassium sulfate, Alfalfa Nutrient Concentrate,
Calcium Carbonate, Taurine, Salt, Sweet Potatoes, Carrots, preserved with Mixed
Tocopherols, L-Carnitine, Vegetable Juice for color, Ferrous Sulfate, Niacin
(Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate,
Vitamin E Supplement, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric,
Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate
(Vitamin B1), Copper Amino Acid Chelate, L-Ascorbyl-2-Polyphosphate (source of
Vitamin C), L-Lysine, Biotin (Vitamin B7), Vitamin A Supplement, Manganese
Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6),
Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3
Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried
Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus
fermentation product, Dried Aspergillus niger fermentation extract, Dried
Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis
fermentation extract, Calcium Iodate, Sodium Selenite, Oil of Rosemary."	36.0	12.0	8.0	9.0	51552.0	11.0	adult	dry food	high-protein weight control grain-free no corn no wheat no soy			blue wilderness				0.30500000000000005	3430.0			396.0			11.0		1.0		
Iams ProActive Health High Protein Chicken & Salmon Recipe Dry Cat Food, 13-lb bag	https://www.chewy.com/iams-proactive-health-high-protein/dp/155713	21.42	24.99	Chicken, Chicken By-Product Meal, Corn Grits, Ground Whole Grain Corn, Salmon, Chicken Meal, Dried Beet Pulp, Natural Flavor, Sodium Bisulfate, Caramel Color, Brewers Dried Yeast, Dried Egg Product, Potassium Chloride, Salt, Choline Chloride, Fructooligosaccharides, Taurine, Carrots, Dried Apple Pomace, Vitamins (Vitamin E Supplement, Niacin, Ascorbic Acid, Vitamin A Acetate, Calcium Pantothenate, Biotin, Thiamine Mononitrate (source of vitamin B1), Pyridoxine Hydrochloride (source of vitamin B6), Vitamin B12 Supplement, Riboflavin Supplement (source of vitamin B2), Inositol, Vitamin D3 Supplement, Folic Acid), Peas, Minerals (Zinc Oxide, Manganese Sulfate, Copper Sulfate, Potassium Iodide), Spinach, Tomato, Dried Blueberry Pomace, Calcium Carbonate, Rosemary Extract.	38.0	18.0	3.0	10.0	128630.0	13.0	adult	dry food	high-protein							7.970000000000001	3692.0			371.0			13.0		1.0		
Wellness CORE Natural Grain Free Turkey & Chicken Liver Pate Canned Kitten Food, 3-oz, case of 12	https://www.chewy.com/wellness-core-natural-grain-free/dp/146067	21.48		Turkey, Chicken Liver, Turkey Broth, Chicken, Chicken Meal, Herring, Natural Flavor, Cranberries, Menhaden Fish Oil (preserved with Mixed Tocopherols), Guar Gum, Tricalcium Phosphate, Ground Flaxseed, Potassium Chloride, Choline Chloride, Taurine, Cassia Gum, Xanthan Gum, Dried Kelp, Chicory Root Extract, Yucca Schidigera Extract, Alfalfa Meal, Salt, Magnesium Sulfate, Iron Proteinate, Zinc Proteinate, Thiamine Mononitrate, Vitamin E Supplement, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Niacin, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid, Rosemary Extract.	12.0	7.5	1.0	78.0	118868.0		kitten	wet food	grain-free gluten free no corn no wheat no soy pea-free	can	pate	wellness core wellpet				0.14	1273.0				108.0			3.0	12.0		
Purina Pro Plan Savor Classic Chicken Grain-Free Kitten Entree Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/purina-pro-plan-savor-classic-chicken/dp/174764	22.8		Chicken, Liver, Water Sufficient For Processing, Meat By-Products, Fish, Artificial And Natural Flavors, Guar Gum, Minerals [Potassium Chloride, Magnesium Sulfate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide], Tricalcium Phosphate, Taurine, Choline Chloride, Salt, Vitamins [Vitamin E Supplement, Thiamine Mononitrate (Vitamin B-1), Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement]. A-4715	12.0	6.0	1.5	76.5	147932.0	5.3	kitten	wet food	grain-free pea-free	can	pate	purina				3.55	1321.0				112.0			3.0	24.0		
Purina Beyond Grain-Free Ocean Whitefish & Spinach Pate Recipe Canned Cat Food, 3-oz, case of 12	https://www.chewy.com/purina-beyond-grain-free-ocean/dp/139374	8.07	14.28	Ocean Whitefish, Turkey, Liver, Fish Broth, Spinach, Carrots, Egg Product, Tricalcium Phosphate, Potassium Chloride, Guar Gum, Taurine, Salt, Choline Chloride, Thiamine Mononitrate, Zinc Sulfate, Vitamin E Supplement, Ferrous Sulfate, Niacin, Copper Sulfate, Calcium Pantothenate, Manganese Sulfate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.	10.0	5.0	1.5	78.0	112035.0		adult	wet food	grain-free no corn no wheat no soy pea-free	can	pate	purina				3.7	1014.0				86.0			3.0	12.0		
Royal Canin Sensitive Digestion Dry Cat Food, 15-lb bag	https://www.chewy.com/royal-canin-sensitive-digestion-dry/dp/33851	46.79		Chicken Meal, Brewers Rice, Corn Gluten Meal, Chicken Fat, Wheat, Natural Flavors, Corn, Wheat Gluten, Dried Plain Beet Pulp, Fish Oil, Vegetable Oil, Calcium Sulfate, Sodium Pyrophosphate, Potassium Chloride, Sodium Silico Aluminate, Sodium Bisulfate, Choline Chloride, Fructooligosaccharides, Vitamins [DL-Alpha Tocopherol Acetate (Source Of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Niacin Supplement, Biotin, Riboflavin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Thiamine Mononitrate (Vitamin B1), Vitamin A Acetate, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement], Taurine, Salt, Trace Minerals [Zinc Oxide, Ferrous Sulfate, Manganous Oxide, Copper Sulfate, Sodium Selenite, Calcium Iodate], Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.	33.0	20.0	3.1	8.0	48672.0	15.0	adult	dry food	sensitive digestion pea-free			royal canin size health nutrition				0.0	4079.0			469.0			15.0		1.0		
Nutro Wholesome Essentials Chicken & Brown Rice Recipe Senior Dry Cat Food, 14-lb bag	https://www.chewy.com/nutro-wholesome-essentials-chicken/dp/114568	26.01	34.99	Chicken, Chicken Meal, Pea Protein, Whole Brown Rice, Chicken Fat (Preserved with Mixed Tocopherols), Brewer's Rice, Dehydrated Alfalfa Meal, Potato Protein, Whole Grain Oatmeal, Flaxseed, Dried Plain Beet Pulp, Natural Flavors, Potassium Chloride, Fish Oil (Preserved with Mixed Tocopherols), Soybean Oil (Preserved with Mixed Tocopherols), Choline Chloride, Salt, Dl-Methionine, Taurine, Vitamin E Supplement, Zinc Sulfate, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Iron Amino Acid Chelate, Yucca Schidigera Extract, Vitamin B12 Supplement, Copper Amino Acid Chelate, Niacin Supplement, Sodium Selenite, Manganese Amino Acid Chelate, Biotin, Riboflavin Supplement (Vitamin B2), Calcium Pantothenate, Potassium Iodide, Thiamine Mononitrate (Vitamin B1), Vitamin A Supplement, Pyridoxine Hydrochloride (Vitamin B6), Vitamin D3 Supplement, Folic Acid, Rosemary Extract, Decaffeinated Green Tea Extract, Spearmint Extract.	36.0	17.0	6.0	10.0	86792.0	14.0	senior	dry food	no corn no wheat no soy non-gmo							4.5600000000000005	3743.0			386.0			14.0		1.0		
Blue Buffalo Indoor Hairball Control Chicken & Brown Rice Recipe Mature Dry Cat Food, 7-lb bag	https://www.chewy.com/blue-buffalo-indoor-hairball-control/dp/111974	21.98		Deboned Chicken, Chicken Meal, Brown Rice, Barley, Oatmeal, Pea Starch, Menhaden Fish Meal (source of Omega 3 Fatty Acids), Peas, Powdered Cellulose, Chicken Fat (preserved with Mixed Tocopherols), Natural Flavor, Flaxseed (source of Omega 6 Fatty Acids), Pea Protein, Fish Oil (source of DHA-Docosahexaenoic Acid), DL- Methionine, Psyllium Seed Husks, Calcium Chloride, Choline Chloride, Potatoes, Potassium sulfate, L-Lysine, Dehydrated Alfalfa Meal, Pea Fiber, Alfalfa Nutrient Concentrate, Calcium Carbonate, Taurine, Potassium Chloride, Salt, Vitamin E Supplement, preserved with Mixed Tocopherols, Sweet Potatoes, Carrots, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), L-Carnitine, Vegetable juice for color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, Biotin (Vitamin B7), Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Calcium Iodate, Sodium Selenite, Oil of Rosemary.	28.0	13.0	6.0	9.0	84170.0	7.0	senior	dry food	indoor no corn no wheat no soy			blue life protection				0.4	3555.0			397.0			7.0		1.0		
Earthborn Holistic Harbor Harvest Grain-Free Natural Canned Cat & Kitten Food, 5.5-oz, case of 24	https://www.chewy.com/earthborn-holistic-harbor-harvest/dp/36431	38.99	43.49	Fish Broth, Tuna, Salmon, Whitefish, Carrots, Peas, Potatoes, Natural Flavors, Sunflower Oil, Tricalcium Phosphate, Guar Gum, Potassium Chloride, Taurine, Choline Chloride, Iron Proteinate, Zinc Proteinate, Beta-Carotene, Niacin, Vitamin E Supplement, Thiamine Mononitrate, Vitamin B12 Supplement, Manganese Proteinate, Copper Proteinate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Biotin, Sodium Selemite, Vitamin D3 Supplement, Folic Acid, Menadione Sodium Bisulfite Complex (Source of Vitamin K), Potassium Iodide.	12.0	2.0	1.5	82.0	51275.0		adult kitten	wet food	grain-free gluten free	can	shredded					3.05	820.0				128.0			5.5	24.0		
Weruva Paw Lickin' Chicken in Gravy Grain-Free Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/weruva-paw-lickin-chicken-in-gravy/dp/34500	33.99	35.99	Chicken (Boneless, Skinless Breast), Chicken Broth, Potato Starch, Sunflower Seed Oil, Calcium Lactate, Xanthan Gum, Tricalcium Phosphate, Choline Chloride, Taurine, Zinc Sulfate, Vitamin E Supplement, Ferrous Sulfate, Nicotinic Acid (Vitamin B3), Thiamine Mononitrate (Vitamin B1), Calcium Pantothenate, Copper Sulfate, Riboflavin Supplement (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Supplement, Manganese Sulfate, Vitamin D3 Supplement, Folic Acid, Potassium Iodide, Sodium Selenite, Biotin, Vitamin B12 Supplement.	10.0	1.4	0.5	85.0	49319.0		adult	wet food	grain-free gluten free pea-free non-gmo no corn no wheat no soy natural chicken-free	can	chunks in gravy					1.638					57.0			3.0	24.0		
Royal Canin Appetite Control Spayed/Neutered Dry Cat Food, 6-lb bag	https://www.chewy.com/royal-canin-appetite-control/dp/39448	24.29		Chicken Meal, Corn, Corn Gluten Meal, Wheat, Powdered Cellulose, Wheat Gluten, Pea Fiber, Natural Flavors, Chicken Fat, Dried Beet Pulp, Sodium Silico Aluminate, Vegetable Oil, Grain Distillers Dried Yeast, Fish Oil, Calcium Sulfate, Potassium Chloride, Psyllium Seed Husk, Fructooligosaccharides, Salt, Choline Chloride, Monosodium Phosphate, Taurine, Dl-Methionine, Vitamins [Dl-Alpha Tocopherol (Source of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Niacin, Biotin, D-Calcium Pantothenate, Riboflavin (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Acetate, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement], Trace Minerals (Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate), L-Carnitine, Rosemary Extract, Preserved with Natural Mixed Tocopherols and Citric Acid.	32.0	14.0	10.8	8.0	54333.0	6.0	adult	dry food	weight control			royal canin size health nutrition				0.014	3267.0			281.0			6.0		1.0		
Purina Pro Plan Adult Chicken & Egg Formula Grain-Free Dry Cat Food, 6-lb bag	https://www.chewy.com/purina-pro-plan-adult-chicken-egg/dp/117642	20.98		New: Chicken, Chicken Meal, Pea Protein, Dried Egg Product, Cassava Root Flour, Pea Starch, Potato Protein, Canola Meal, Beef Fat Preserved With Mixed-tocopherols, Dried Yeast, Natural Flavor, Chicory Root Inulin, Potassium Chloride, Salt, Sodium Bisulfate, Calcium Carbonate, L-lysine Monohydrochloride, Phosphoric Acid, Choline Chloride, Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7), Menadione Sodium Bisulfite Complex (Vitamin K)], Taurine, Dl-methionine, Minerals [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], Dried Bacillus Coagulans Fermentation Product. B464219.	40.0	16.0	3.0	12.0	89941.0	6.0	adult	dry food	sensitive digestion grain-free no corn no wheat no soy			purina				3.0499999999999994	4119.0			504.0			6.0		1.0		
